Male Node ID,Female Node ID
m13497,f13797
m14057,f3856
m6160,f8045
m7339,f11944
m14781,f13199
m1740,f11259
m6875,f4609
m4133,f14801
m7784,f14298
m5018,f15452
m7738,f10050
m14286,f9600
m7360,f10753
m13663,f11675
m14584,f5811
m14912,f6875
m4777,f14162
m14320,f17630
m17019,f5587
m6108,f5529
m13322,f2487
m10608,f9452
m16270,f1628
m3335,f17541
m4750,f6458
m16249,f4941
m6487,f7130
m16435,f12172
m14759,f13890
m4963,f17071
m15398,f17118
m15184,f16643
m15623,f11888
m14994,f16274
m6600,f4224
m16356,f11860
m121,f8183
m5649,f8097
m18198,f6771
m16652,f4056
m3199,f1983
m369,f8405
m14468,f4501
m9544,f1751
m6904,f10017
m17415,f11458
m13749,f15032
m6471,f7870
m8965,f13834
m7111,f1501
m18272,f6742
m12780,f13776
m7306,f16335
m12132,f17021
m2816,f13354
m3607,f8336
m12730,f8268
m956,f11065
m8047,f11919
m6143,f12434
m9212,f13057
m16220,f14246
m3446,f10120
m190,f4483
m2232,f15835
m2729,f9512
m2930,f11518
m15827,f15675
m4013,f10306
m3790,f10935
m7224,f12422
m9959,f4728
m14381,f5292
m8881,f16596
m5326,f4562
m990,f11948
m17798,f1205
m6212,f10203
m15970,f1496
m14037,f4688
m396,f621
m996,f9536
m4553,f18474
m2064,f10722
m2551,f6400
m13014,f5998
m4041,f15229
m1259,f5538
m14750,f13700
m17450,f11286
m9782,f4951
m5807,f1117
m4500,f18293
m3226,f15426
m1020,f15341
m15193,f6891
m17491,f4636
m6882,f541
m9321,f7215
m13135,f8122
m8585,f10578
m8537,f7635
m17124,f13079
m11020,f12995
m15140,f15187
m18510,f1284
m11242,f7247
m12014,f10026
m11236,f11241
m8344,f15211
m3454,f10154
m16445,f9472
m12981,f3281
m2995,f10425
m6398,f17191
m8732,f11022
m7690,f17972
m7877,f18501
m5715,f15855
m3305,f4284
m4513,f5245
m17972,f18346
m16618,f10993
m1647,f5899
m9738,f1942
m7713,f10614
m4336,f2296
m466,f3521
m3878,f15412
m11044,f11545
m7076,f7205
m7011,f2497
m4903,f2063
m4932,f14904
m3559,f14151
m6822,f9640
m3788,f5626
m11642,f6897
m13965,f12343
m16775,f16729
m1965,f11681
m6862,f17583
m2926,f5098
m18106,f4489
m1536,f13388
m14467,f9934
m4935,f6621
m13097,f12719
m8232,f14133
m7204,f10394
m7685,f2944
m5574,f14666
m18003,f6572
m2776,f10732
m12700,f3773
m6701,f15343
m14144,f17571
m7692,f16606
m17787,f2891
m11634,f9488
m832,f10361
m12325,f1294
m17843,f6715
m16860,f17397
m10815,f10584
m463,f15284
m9211,f6938
m13446,f2254
m7314,f7035
m8502,f3731
m18319,f12484
m10728,f16147
m17986,f13054
m9175,f11898
m14818,f4743
m8622,f3920
m15009,f7099
m15491,f2990
m14728,f2690
m1112,f14088
m8959,f7159
m4172,f11406
m17980,f9103
m16787,f13919
m11171,f18411
m1369,f8026
m18221,f7639
m7144,f14664
m243,f7115
m1605,f10042
m8296,f13774
m13363,f244
m14822,f17889
m266,f18192
m14330,f11396
m5407,f5242
m7559,f13326
m1754,f10920
m8447,f4785
m3642,f14726
m14096,f3235
m9,f2584
m10703,f12090
m15390,f11471
m3269,f17259
m2841,f7079
m4189,f7859
m14811,f12265
m11997,f6736
m6213,f18493
m18482,f5513
m5412,f8180
m5971,f6506
m10957,f3795
m17445,f7398
m11922,f15986
m14208,f10661
m320,f12883
m11717,f12004
m9840,f3159
m7824,f15944
m10143,f4820
m12258,f6125
m2851,f16123
m9416,f14502
m9025,f11428
m6783,f4193
m7913,f10386
m8479,f14503
m9172,f15375
m13037,f8469
m11913,f9211
m5829,f8363
m3874,f284
m14720,f11499
m5722,f4557
m17691,f10213
m6719,f10724
m4451,f14028
m13137,f15524
m10655,f6179
m7031,f17457
m15151,f18430
m5290,f6638
m9571,f7348
m16581,f6023
m5869,f1575
m5418,f6057
m3413,f5248
m10018,f6946
m16970,f726
m8964,f5027
m15920,f9151
m15702,f6095
m6900,f6581
m1145,f8712
m11424,f7356
m11476,f3676
m16078,f2181
m217,f3878
m12386,f8516
m12370,f9442
m10873,f12050
m7211,f4589
m390,f11573
m5909,f3041
m1762,f4300
m2454,f11392
m11153,f10091
m10956,f580
m4885,f13638
m17269,f11789
m3884,f12812
m6619,f12487
m564,f193
m1778,f480
m17475,f10051
m16188,f3711
m9148,f11084
m11508,f10228
m15711,f8446
m12857,f5460
m4863,f10990
m2327,f16761
m2827,f11743
m13507,f10472
m7566,f2056
m2077,f14920
m11398,f13043
m1581,f4414
m7217,f15587
m5149,f16004
m8755,f10886
m11982,f2956
m17317,f4450
m13005,f18326
m17716,f1876
m6582,f14942
m13679,f11156
m5667,f16859
m6966,f4223
m12515,f12203
m7256,f15781
m1463,f14699
m13532,f16461
m10538,f13059
m2339,f9288
m14946,f6916
m5077,f4864
m1368,f12028
m11353,f3620
m11607,f12500
m5095,f12379
m14472,f18487
m4642,f8474
m12149,f10685
m16915,f8322
m4774,f4397
m4737,f10786
m2453,f18202
m12854,f14835
m11249,f4016
m14426,f3563
m17846,f16993
m5584,f10667
m8620,f17576
m556,f3024
m15058,f2123
m3406,f6131
m7187,f4156
m5401,f12659
m14114,f5827
m13027,f17263
m4373,f1474
m5011,f17987
m3891,f16425
m17712,f9014
m1624,f8062
m17061,f8739
m10416,f16146
m7215,f3073
m17951,f1102
m10083,f291
m8116,f1747
m12897,f15629
m11102,f8510
m5366,f17508
m12415,f8838
m7321,f10612
m14322,f12174
m5426,f8172
m11009,f18082
m2535,f7949
m15434,f8412
m4707,f13766
m17528,f16266
m9272,f14932
m514,f9049
m10007,f14215
m6782,f15004
m1337,f3361
m7021,f3417
m11332,f4891
m16561,f17213
m14873,f6379
m11000,f12416
m17903,f11242
m10599,f13355
m7838,f16432
m9602,f12496
m17768,f15358
m14380,f8637
m12703,f16231
m15515,f4716
m15594,f2013
m12081,f13349
m2098,f9364
m852,f8450
m13655,f6313
m4278,f13876
m11527,f5099
m2423,f14056
m17805,f8362
m8089,f14678
m3558,f15289
m3886,f4254
m10999,f2840
m4568,f3555
m4993,f16254
m15080,f6786
m1838,f17464
m449,f5332
m4832,f10574
m663,f4006
m4599,f16715
m4882,f8708
m16228,f3215
m8823,f14926
m16457,f4388
m8871,f2575
m9180,f10438
m9226,f11076
m10181,f16974
m15029,f6809
m9485,f6228
m8915,f10325
m6824,f12803
m12371,f9621
m10236,f15186
m13404,f810
m8429,f191
m13686,f12112
m9794,f15281
m16987,f12633
m4040,f5890
m13737,f14770
m1151,f153
m6485,f12545
m3843,f6156
m7781,f11708
m8044,f1339
m17509,f13313
m17150,f5539
m8351,f12171
m4921,f7840
m2901,f6109
m2593,f18461
m518,f15796
m13227,f2185
m4622,f3809
m17967,f2527
m12222,f11988
m9956,f15661
m12155,f8294
m13172,f10961
m1891,f16513
m8598,f11778
m10334,f6237
m6963,f11245
m4022,f15462
m15921,f14850
m13001,f11606
m12179,f14413
m12943,f820
m11952,f4469
m9496,f3392
m3737,f7800
m12941,f5743
m4393,f1247
m8430,f15736
m14413,f11950
m7166,f6477
m17093,f5989
m13298,f6059
m7884,f9347
m11386,f18252
m14186,f13403
m8887,f7866
m11832,f1224
m5982,f1215
m9372,f9901
m5361,f784
m3348,f5348
m15556,f13984
m10405,f13373
m4084,f6430
m10766,f6964
m1582,f5221
m11570,f18049
m17950,f12969
m5519,f788
m16691,f5356
m9389,f17961
m17051,f7764
m10834,f17505
m3078,f6127
m12610,f16271
m14941,f8785
m10223,f12229
m1242,f14775
m5253,f13248
m13330,f16328
m2345,f17893
m6165,f3377
m3167,f18345
m6990,f6252
m6063,f15220
m18290,f17681
m4828,f4765
m301,f14442
m6742,f15158
m7067,f15826
m196,f6083
m8546,f2796
m12602,f1495
m12805,f3439
m5367,f17203
m12966,f9040
m2279,f14912
m9348,f9692
m7848,f4201
m12441,f7259
m18193,f12362
m17680,f3803
m5013,f1094
m5525,f3546
m6613,f17551
m9834,f16356
m15563,f14776
m2156,f17954
m3660,f1031
m2633,f4030
m15822,f17499
m18124,f5181
m4619,f9324
m7647,f16874
m8825,f10633
m12968,f1183
m8928,f3448
m11359,f17753
m17483,f16396
m15293,f11587
m16997,f9435
m4688,f525
m7332,f163
m4837,f7674
m5737,f16494
m3515,f14512
m13696,f14087
m1991,f14602
m7324,f12650
m5855,f6702
m5890,f7942
m7564,f14248
m1629,f8470
m6006,f14712
m16812,f17754
m2192,f10555
m4162,f16525
m2497,f17771
m13374,f3519
m5642,f2357
m4225,f4573
m6530,f10804
m14514,f16211
m13480,f13770
m14164,f455
m4557,f1201
m13777,f11281
m58,f6861
m8993,f17693
m9312,f15500
m5991,f10784
m10297,f11718
m254,f12706
m9262,f10253
m4670,f9092
m16960,f10275
m12104,f11487
m18072,f6973
m17577,f12763
m10715,f3023
m11973,f1891
m991,f1765
m9260,f12901
m12182,f17641
m8086,f16080
m13390,f16423
m8039,f14286
m14583,f14317
m17401,f6515
m1686,f14808
m10786,f13261
m6806,f13772
m162,f3629
m608,f3578
m14341,f16208
m4731,f17257
m8713,f15041
m17936,f4152
m4883,f9739
m6835,f5744
m4771,f5974
m11744,f6067
m8066,f4851
m11117,f4955
m12989,f16212
m15812,f3307
m8171,f4579
m3943,f13815
m18334,f11041
m17742,f6808
m16247,f14225
m4364,f8051
m12048,f10286
m5825,f8282
m7844,f15842
m9291,f7880
m13318,f13303
m14943,f7773
m6325,f10379
m6746,f14319
m7412,f10172
m15907,f15470
m628,f13783
m3063,f5313
m17073,f174
m18463,f6082
m394,f16733
m10931,f12614
m17417,f15665
m16463,f17376
m16796,f9666
m10280,f3329
m5295,f3684
m16513,f15851
m17207,f12419
m1878,f9235
m3148,f11260
m8390,f16236
m5273,f14155
m16694,f14800
m4315,f7813
m13882,f4842
m3640,f12540
m12124,f14191
m14349,f2574
m14035,f11982
m10572,f9399
m9290,f12534
m2201,f5980
m18173,f8834
m15430,f7418
m7581,f15134
m11667,f12054
m18377,f11963
m17121,f4630
m9842,f17056
m5391,f8666
m4780,f6649
m988,f195
m5960,f10387
m302,f10123
m3594,f9075
m6486,f7868
m17218,f17129
m6649,f1276
m14753,f16088
m6042,f13902
m15976,f17766
m2186,f5152
m13394,f14940
m16419,f15846
m10585,f17061
m8229,f17824
m2223,f10159
m1226,f11882
m3608,f9611
m11074,f1913
m2058,f8440
m11145,f10028
m6716,f14837
m12153,f6108
m3346,f17223
m9953,f6793
m12457,f13135
m12219,f14172
m11704,f9397
m6721,f8096
m11437,f14204
m16409,f7920
m16870,f10065
m2574,f10165
m800,f6454
m12867,f12502
m11486,f10071
m5113,f12301
m14040,f6030
m5856,f1258
m11844,f2788
m9081,f7301
m15828,f16932
m6360,f12972
m2322,f3958
m5816,f7371
m3213,f542
m12354,f17799
m1304,f4779
m7105,f5718
m17836,f14007
m5858,f9602
m3832,f5357
m7958,f14346
m10340,f10981
m10967,f2100
m607,f16777
m9299,f11676
m4959,f17140
m5292,f3750
m10069,f6842
m2398,f15641
m4110,f12962
m6039,f12291
m13440,f10127
m478,f4892
m1579,f17513
m10301,f893
m7287,f14093
m8855,f313
m8974,f1388
m8283,f15339
m10094,f12660
m3296,f6180
m14253,f15808
m9890,f12119
m4947,f7729
m3330,f17559
m12609,f17250
m17201,f12662
m4329,f6052
m12934,f2307
m2244,f17637
m8841,f12424
m7870,f11230
m13112,f12466
m4328,f2162
m7267,f2570
m15038,f6603
m14240,f17666
m1670,f14472
m3839,f17322
m14342,f2081
m888,f4418
m4812,f5680
m14033,f12276
m8615,f4916
m8791,f17850
m12578,f2969
m16438,f7580
m7968,f16660
m7029,f1911
m12225,f1431
m6009,f15720
m8058,f4788
m10426,f11571
m1694,f747
m1816,f6650
m15864,f14030
m15439,f11275
m11625,f7137
m10292,f8523
m226,f11554
m3526,f6696
m12552,f836
m171,f15618
m10331,f10835
m8575,f9059
m1250,f2920
m3648,f2231
m2951,f11016
m3615,f7497
m1482,f14807
m1822,f11965
m14849,f7564
m725,f15740
m12023,f9866
m6640,f199
m6369,f16615
m4734,f1990
m12525,f4920
m13084,f7812
m15780,f9400
m2324,f17027
m8892,f9819
m9073,f16410
m6293,f3743
m13458,f5682
m2640,f9526
m2913,f12893
m6359,f1950
m11537,f9237
m12875,f7226
m17493,f1730
m13940,f4084
m200,f7171
m13943,f7848
m18326,f6867
m15380,f10696
m12710,f11082
m9433,f8718
m3479,f13095
m2008,f11874
m10758,f11799
m11721,f14092
m7598,f7339
m17386,f4077
m14088,f3947
m1465,f277
m4171,f5338
m3797,f13211
m13512,f8004
m12299,f7973
m4673,f2268
m13098,f5570
m8723,f15108
m3547,f16318
m5060,f12478
m1356,f18398
m3991,f10502
m9627,f18481
m1861,f3239
m10144,f8569
m1347,f10761
m11920,f13378
m14559,f4694
m2177,f12451
m8578,f9418
m11736,f1574
m5874,f8687
m10224,f14504
m2975,f7431
m10723,f9890
m1452,f2230
m17547,f9152
m1270,f1919
m12274,f11833
m5587,f8046
m13557,f8847
m11804,f450
m4988,f2045
m15182,f2759
m9993,f8266
m10392,f7351
m17848,f8069
m12760,f16542
m2375,f18451
m16456,f5740
m15585,f6361
m5293,f1316
m8051,f14520
m8146,f2440
m10164,f7825
m6810,f1432
m10656,f4828
m13264,f1373
m12355,f4072
m7883,f7043
m17318,f13083
m2408,f13842
m10366,f4100
m12729,f2747
m12044,f17995
m17141,f18214
m16280,f9425
m10961,f10194
m10421,f3268
m14820,f1332
m13447,f1779
m4188,f4331
m8376,f3067
m18348,f4845
m4440,f3173
m5333,f8898
m3827,f11218
m5923,f10261
m15751,f2784
m3273,f10384
m12159,f14819
m13461,f1789
m12492,f10848
m13602,f16145
m14977,f6348
m8950,f17547
m4036,f9595
m10648,f18470
m4014,f6966
m5364,f11096
m12107,f7692
m6979,f18015
m5365,f7484
m2622,f12933
m11275,f17218
m15880,f15531
m829,f5056
m2280,f926
m18330,f10501
m1771,f1275
m2710,f13041
m15368,f17908
m4972,f17521
m8431,f17386
m1366,f14989
m10941,f15542
m9289,f14507
m9968,f897
m7024,f13817
m6858,f2893
m17176,f2656
m10618,f13586
m6476,f10924
m11317,f10979
m9849,f9375
m4536,f4004
m11757,f16065
m6708,f5495
m6834,f11905
m11528,f11552
m118,f10780
m17735,f16726
m3355,f10831
m17094,f10060
m6927,f7006
m2522,f16265
m13406,f9066
m5687,f13601
m12939,f16972
m9256,f1234
m8867,f14165
m1913,f12549
m11472,f16227
m13007,f11262
m5984,f11060
m604,f14650
m16090,f6363
m12951,f14714
m11461,f14843
m5630,f1929
m3793,f17597
m14269,f6535
m3072,f4296
m8192,f17579
m5736,f17751
m17215,f2511
m11884,f14125
m16350,f17955
m15520,f10112
m8139,f6560
m248,f18450
m7124,f4607
m1244,f9295
m3048,f11753
m3948,f13469
m8411,f8963
m6121,f7311
m5973,f10085
m158,f7119
m15262,f3752
m1526,f10659
m7567,f15292
m16259,f14870
m290,f7910
m8846,f13216
m7071,f10079
m14541,f16914
m15909,f2128
m16577,f17677
m15418,f13722
m2276,f1459
m8088,f10974
m17378,f10262
m17212,f9034
m8677,f13592
m17335,f5426
m17578,f12306
m6131,f13584
m3980,f686
m2771,f4884
m7311,f6836
m7048,f7419
m5012,f17444
m12656,f839
m15879,f4657
m11670,f4257
m8833,f2628
m3508,f5688
m2476,f3098
m633,f2744
m14492,f3022
m6192,f14096
m8186,f5388
m14567,f6847
m16226,f230
m3010,f12696
m7994,f1178
m16515,f838
m1610,f1204
m17513,f4633
m5453,f2088
m7639,f5106
m7986,f6427
m17047,f5316
m3663,f14918
m10848,f5284
m13949,f17471
m1987,f3450
m14155,f6304
m7195,f1536
m2900,f8479
m14354,f775
m12194,f6370
m10140,f15966
m15761,f8559
m7665,f354
m3857,f4622
m6899,f9192
m8874,f4125
m12420,f9373
m7494,f349
m3695,f3255
m15149,f15989
m15986,f13769
m11376,f1731
m10119,f9806
m2681,f13976
m2151,f4225
m842,f1521
m12849,f1439
m9695,f17821
m14420,f14640
m11976,f10610
m11333,f5162
m17177,f10561
m11197,f8289
m7307,f14170
m17813,f16802
m1487,f1841
m2966,f15366
m11591,f9026
m12276,f4550
m10899,f18274
m13668,f14323
m10381,f14631
m2978,f7245
m2559,f8354
m2997,f2552
m14664,f1184
m10182,f10922
m17683,f398
m9872,f1235
m9199,f12619
m13995,f17526
m1372,f16501
m260,f17659
m11494,f3074
m1971,f18446
m5656,f14332
m18237,f15017
m543,f2351
m9239,f14518
m5974,f15317
m5709,f18374
m4603,f11693
m11410,f15916
m13067,f10392
m15989,f15040
m14422,f12648
m2896,f3859
m336,f15351
m9460,f15891
m1462,f2697
m339,f5747
m5731,f16409
m12792,f11808
m16801,f7516
m17213,f1136
m16166,f6699
m14079,f3263
m6460,f11535
m8381,f11832
m3232,f5333
m7468,f8389
m10030,f1814
m18227,f13866
m4798,f4395
m8614,f16150
m3625,f1414
m13168,f3005
m7386,f6072
m7642,f10113
m15574,f17161
m760,f15683
m11659,f891
m3156,f7291
m7765,f14439
m10653,f750
m1379,f3212
m1469,f2398
m1714,f4640
m13578,f13224
m6304,f10871
m5092,f4554
m6438,f10737
m2243,f13908
m13897,f8558
m9378,f6342
m15971,f1828
m11274,f9911
m15436,f17925
m16336,f15570
m17549,f2634
m13465,f13581
m17618,f6129
m11575,f11419
m17514,f6901
m9725,f4457
m18505,f1071
m9387,f7645
m10577,f12896
m8749,f12951
m4518,f10904
m2298,f16665
m15455,f14068
m14005,f13310
m11820,f18479
m775,f17449
m14327,f5736
m14843,f15536
m15885,f5522
m17887,f10850
m17681,f12458
m168,f7631
m12594,f1350
m18189,f16235
m5473,f1892
m12452,f3474
m14698,f6665
m9757,f2787
m4635,f9962
m10785,f9378
m15099,f11040
m4843,f1404
m11934,f2642
m4135,f1838
m503,f12870
m4819,f3502
m7036,f10303
m11723,f9101
m18110,f11968
m353,f15848
m7110,f8549
m16015,f15710
m1214,f1915
m3082,f5965
m4419,f2882
m1544,f14975
m17436,f5192
m4579,f12273
m2805,f7648
m14329,f2736
m6547,f8943
m975,f17171
m11890,f13791
m16564,f14108
m5123,f14196
m12273,f685
m13348,f13127
m15378,f4679
m1006,f1334
m4386,f5241
m1046,f13693
m18451,f16006
m2748,f12705
m16571,f15575
m14860,f11637
m8377,f15948
m12732,f951
m14902,f7857
m10883,f12565
m5431,f8036
m12988,f17315
m4085,f16621
m15699,f11005
m4266,f16187
m15772,f14679
m17963,f11664
m12580,f17144
m3731,f528
m2749,f12499
m10125,f16839
m15355,f3759
m16955,f765
m10457,f7521
m7122,f17550
m11793,f8826
m8569,f1528
m3613,f5550
m14528,f14333
m3847,f10928
m17866,f17645
m5064,f6321
m16118,f9328
m15899,f10340
m6314,f6673
m16307,f566
m8604,f11157
m6652,f7786
m1988,f13100
m6995,f12107
m15225,f17025
m7644,f1139
m15406,f11273
m18415,f11695
m3264,f6839
m8718,f504
m903,f3444
m7753,f7295
m15786,f12811
m826,f14140
m15271,f4773
m9205,f16115
m5648,f16664
m10543,f11057
m2376,f17798
m1349,f7354
m569,f1656
m2550,f6250
m15485,f13932
m14973,f3087
m13095,f6276
m18456,f547
m11361,f4232
m10283,f6291
m11427,f297
m17400,f15793
m3437,f13814
m15871,f2761
m1109,f6575
m9198,f14686
m3230,f3962
m15839,f14008
m9831,f7701
m3219,f8884
m5862,f5274
m7937,f7347
m8023,f8921
m2367,f1314
m13444,f6565
m16784,f1232
m15975,f12204
m15165,f3936
m15558,f3248
m3224,f17633
m8477,f16035
m7238,f17136
m14852,f857
m4064,f12877
m6074,f5080
m815,f11139
m13145,f9353
m3497,f9201
m15387,f6210
m10896,f15739
m5951,f4267
m5470,f5190
m11364,f15799
m18498,f5810
m13327,f49
m913,f16929
m18155,f18263
m1522,f10573
m1663,f6028
m16622,f13433
m6253,f12084
m246,f11641
m9514,f6685
m14601,f1560
m11675,f7905
m10466,f8923
m414,f16449
m12493,f11408
m15260,f8770
m10596,f17935
m890,f6518
m13223,f13077
m7517,f10380
m17007,f13107
m9576,f10263
m8707,f1412
m5861,f16833
m17402,f12586
m311,f15441
m12568,f3631
m11226,f16064
m11370,f17217
m9773,f10207
m15019,f12101
m9648,f14526
m1976,f3867
m16738,f44
m7630,f8951
m6559,f9439
m12186,f18007
m2125,f13363
m12152,f6220
m8828,f10089
m2571,f13295
m740,f2206
m15274,f14778
m13915,f7095
m3961,f18415
m11058,f6352
m5400,f12495
m14070,f8655
m10776,f15879
m14676,f1442
m2840,f3918
m16246,f13726
m8663,f9895
m5394,f8825
m3654,f7974
m11081,f16021
m10459,f6163
m4835,f7586
m16017,f5515
m16905,f9477
m17197,f17917
m17284,f11928
m11880,f6075
m14250,f2448
m3628,f15806
m12456,f4362
m14469,f12685
m11708,f7463
m1682,f12150
m6285,f4401
m15223,f16840
m3591,f1157
m14593,f9885
m8019,f15301
m16773,f6730
m11348,f16988
m4470,f8262
m16509,f2003
m4438,f13298
m17247,f9476
m9750,f6450
m1205,f9781
m5511,f6176
m351,f12002
m7319,f14025
m395,f7925
m3366,f15514
m5211,f9335
m6248,f3605
m15158,f5742
m5944,f521
m545,f15544
m5117,f588
m13752,f1573
m8361,f5987
m13729,f13903
m8475,f7595
m14183,f5001
m16856,f4171
m16415,f14274
m3877,f11006
m14291,f2892
m5465,f13714
m7660,f9577
m4778,f18027
m18339,f8659
m12828,f12503
m10032,f9179
m9693,f17926
m12750,f7163
m15575,f11152
m841,f7758
m6496,f221
m5134,f1515
m8468,f2366
m14428,f14414
m17476,f3059
m17766,f10710
m10559,f1091
m17347,f11632
m14441,f17446
m8727,f9767
m13339,f2779
m11307,f13525
m110,f8188
m5351,f9395
m8073,f10284
m14268,f12785
m12275,f14676
m17038,f13208
m8577,f14669
m7457,f14816
m17252,f16171
m4830,f11301
m17982,f5532
m6320,f5846
m9089,f12195
m7054,f13980
m2002,f886
m2049,f9821
m11383,f9831
m17741,f5678
m4751,f6078
m9899,f5089
m12827,f7425
m6175,f9807
m4409,f470
m11613,f2875
m2833,f6534
m12305,f12364
m6455,f5039
m6374,f13260
m12250,f12181
m16414,f7094
m13930,f1906
m7141,f702
m12884,f1398
m12400,f3303
m12013,f5698
m10038,f754
m10474,f15256
m14625,f2651
m18017,f6107
m7951,f12518
m15121,f17480
m11951,f16647
m11329,f5399
m3343,f7625
m4539,f12457
m12632,f17285
m2284,f8716
m14641,f14186
m11464,f8853
m14159,f15119
m14699,f15275
m6413,f12508
m1289,f7933
m16225,f164
m1121,f79
m13133,f15765
m15305,f9677
m3619,f4770
m15463,f1343
m16562,f4956
m11181,f15909
m5900,f17333
m15070,f8520
m1483,f12753
m14801,f9165
m11871,f374
m2539,f3844
m7969,f994
m12046,f8179
m9317,f8631
m16370,f8171
m8389,f5261
m7241,f16499
m14739,f6642
m3136,f7557
m6841,f18391
m2116,f8715
m1088,f3319
m5851,f7198
m13462,f17371
m5187,f9431
m6572,f5902
m13401,f3934
m18163,f254
m5181,f16749
m9263,f16811
m9401,f2608
m8339,f3475
m11440,f15538
m16005,f7791
m11150,f17974
m2583,f2411
m14532,f11750
m13088,f7448
m14358,f10597
m12524,f8874
m12509,f16305
m3911,f5014
m6203,f4069
m4973,f8875
m3470,f13621
m11918,f8893
m9521,f14749
m15887,f14535
m5341,f16160
m4660,f6286
m15446,f10721
m11346,f15110
m15143,f5013
m4468,f9520
m12514,f12436
m5119,f12600
m5674,f14429
m917,f13819
m14890,f6694
m9358,f11249
m16667,f7433
m11610,f7628
m14091,f11335
m11395,f238
m11910,f10360
m2101,f13226
m8031,f10451
m11103,f8594
m13398,f14214
m18461,f8056
m9901,f119
m15820,f7083
m13799,f490
m15277,f3879
m9035,f11383
m3987,f6896
m6096,f11111
m9345,f6599
m9236,f15012
m4258,f3993
m9024,f8134
m3589,f12252
m11901,f10208
m12647,f18162
m15660,f10521
m3511,f17560
m12659,f11930
m7244,f10943
m11444,f9685
m3761,f6672
m4294,f3312
m6945,f12734
m15177,f2758
m18234,f5396
m7432,f5950
m3562,f18440
m11933,f620
m16420,f8918
m16939,f6593
m7463,f1362
m17118,f11523
m13632,f11293
m18262,f17623
m16076,f17830
m334,f5676
m2354,f15603
m14325,f6371
m5332,f17193
m6646,f15053
m6493,f8593
m13809,f17143
m16643,f10314
m856,f9684
m9817,f4341
m6027,f17806
m4554,f2389
m2866,f13605
m8642,f16766
m11306,f13798
m5489,f14361
m14581,f15642
m11812,f16653
m3321,f14424
m13233,f15136
m8905,f16352
m14875,f15608
m3420,f2390
m15664,f6860
m2673,f4911
m3806,f3540
m14116,f9980
m16833,f16327
m18063,f13940
m5076,f13195
m709,f9539
m17890,f10776
m12074,f17765
m10084,f11248
m14239,f12351
m14311,f13556
m1939,f2657
m6300,f266
m14012,f17877
m1029,f8240
m9630,f2429
m3679,f5701
m14527,f9659
m3125,f11995
m12942,f9833
m14447,f12185
m4163,f1259
m2313,f13799
m5823,f17292
m1001,f8616
m1326,f3861
m3475,f4759
m17526,f10791
m2597,f13778
m16428,f12087
m16825,f5139
m10431,f1622
m17945,f14014
m17108,f18065
m10263,f17747
m10816,f15990
m7901,f981
m13382,f731
m17535,f6769
m8251,f4882
m5471,f11125
m2970,f1100
m7515,f9897
m10946,f17817
m17537,f15001
m822,f12913
m17091,f1358
m14776,f12815
m1127,f11308
m11897,f3682
m11155,f14208
m4936,f6229
m16846,f7649
m7182,f10709
m5563,f14946
m2753,f3854
m6387,f1540
m13827,f4918
m17143,f485
m4018,f10356
m7619,f13306
m14814,f14136
m11232,f11031
m11426,f10953
m7774,f2498
m15744,f9406
m8788,f3775
m7798,f16452
m11868,f15561
m9644,f3478
m13025,f13357
m18179,f9424
m15698,f12788
m11588,f27
m17461,f14617
m16126,f16554
m17159,f6074
m3736,f1609
m11337,f6251
m17227,f10576
m8206,f10200
m16851,f10841
m11857,f9945
m14741,f4332
m12571,f4365
m4538,f17884
m4318,f257
m12713,f17340
m11644,f17854
m1543,f1744
m18070,f9228
m14582,f1571
m7675,f2774
m16712,f9912
m8109,f15261
m939,f17127
m2691,f11565
m1386,f7901
m17626,f18299
m12645,f7664
m3041,f11796
m15525,f16641
m5592,f3702
m4550,f2785
m12075,f2818
m8158,f6148
m13753,f2606
m17820,f4616
m12490,f9312
m1655,f16048
m4383,f537
m7453,f763
m9413,f4025
m10260,f7626
m13999,f54
m8665,f9511
m16603,f6014
m10906,f8481
m6865,f15487
m11133,f6775
m5810,f5059
m3267,f16620
m7736,f13322
m10915,f2236
m1956,f8996
m2804,f7090
m8872,f5095
m6025,f13436
m6214,f3164
m2109,f11403
m5373,f16628
m13149,f11686
m15351,f3959
m6892,f18467
m3499,f1180
m147,f18074
m7562,f2175
m6384,f5247
m7409,f15465
m5537,f6523
m12303,f6309
m8700,f8978
m15729,f1607
m8724,f8065
m14870,f13856
m12834,f1938
m15308,f2548
m9595,f990
m11752,f7111
m4378,f4928
m15056,f9301
m1708,f3133
m15257,f16343
m8678,f10102
m3704,f12329
m16025,f15162
m17501,f5821
m3239,f4481
m10651,f15379
m8979,f1756
m5797,f10909
m7663,f410
m5398,f17721
m11938,f4358
m228,f6066
m10998,f18498
m3274,f17398
m7795,f17280
m15295,f11042
m13281,f8811
m7817,f7112
m1345,f16911
m8843,f11752
m10838,f50
m10947,f2169
m14438,f1934
m1683,f617
m9170,f14979
m18323,f3751
m12836,f7052
m3189,f1158
m16074,f14450
m9904,f7900
m17303,f15161
m14655,f7939
m802,f13470
m2959,f5296
m652,f6389
m13237,f4484
m15404,f7515
m13644,f14935
m3489,f11109
m13786,f13595
m16843,f5930
m1886,f11734
m6445,f4124
m18491,f9150
m5165,f6952
m10579,f13635
m12667,f14444
m14490,f8107
m5172,f8409
m8627,f12742
m8014,f966
m7151,f4390
